,2,4,8,16,32
lap-ostack1,9.58251953125,9.90673828125,9.92138671875,9.83251953125,9.87646484375
lap-odo,9.92236328125,9.812744140625,10.024658203125,10.086181640625,9.690673828125
lap-dng,10.074462890625,9.929931640625,9.961669921875,10.251953125,10.073974609375
lap-ostack2,9.92138671875,9.92138671875,11.47900390625,11.44775390625,11.24169921875
gauss-ostack1,38.48046875,38.43994140625,38.447265625,38.57373046875,39.04931640625
gauss-dng,38.582275390625,38.34716796875,38.34716796875,38.177001953125,39.08251953125
gauss-odo,38.48046875,38.43994140625,38.447265625,38.57373046875,39.04931640625
